title,state,region,source_type,source_url,ingredient_count,step_count,ingredients,instructions
Gummadikaya Pulusu (Pumpkin Pulusu),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/gummadikaya-pulusu-recipe-andhra-pumpkin-stew-with-tamarind/,17,12,"2.25 cups pumpkin, 1 green chili, 0.875 cup onions, 1 sprig curry leaves, 0.25 teaspoon mustard seeds, 0.5 teaspoon cumin seeds, 1 pinch fenugreek seeds, 1.5 tablespoons tamarind, 0.75 teaspoon Kashmiri red chili powder, 1.5 to 2 teaspoons coriander powder, 2 tablespoon jaggery, 0.5 teaspoon salt, 2 tablespoon coriander leaves, 2 tablespoon Oil, 0.5 cup toor dal, 1 cup water, 1 tablespoon ghee","1. Rinse and soak tamarind in ½ cup warm water until required later. Squeeze and filter the thick juice. Keep this aside. 2. Heat oil in a deep pot. Add cumin, mustard and methi. When they begin to splutter, add curry leaves and green chili. Sauté for a min. 3. Add onions and sprinkle salt. Fry till they turn slightly pink, needs no browning of onions. 4. Next add the pumpkin pieces, fry on high flame for 2 to 3 mins. 5. Add red chili powder, coriander powder, turmeric and fry for a min. 6. Next add jaggery and pour the tamarind juice. Mix, cover and cook on a low flame for 3 to 4 mins. This helps the pumpkin pieces to absorb the flavors. 7. Add enough water to cover the pumpkin pieces. 8. Cover and cook till pumpkin is form tender. Cooking on a very low flame makes the pulusu tasty. Taste test and add more salt, jaggery and tamarind water if required. 9. Off the heat and add coriander. Keep gummadikaya pulusu covered until served so it absorbs the flavors. 10. Rinse dal well at least thrice and pour water. Cover the bowl. Place this in your cooker over the rice bowl. Pressure cook in the instant pot for 10 minutes or in a stovetop cooker for 3 whistles. 11. When the pressure drops, mash it well. Add salt to taste. It should be thick and smooth. 12. Serve hot Gummadikaya Pulusu with mudda pappu and rice, topped with ghee."
Gutti Vankaya Curry,Telangana,South,web,https://www.indianhealthyrecipes.com/gutti-vankaya-kura-enne-badanekai-recipe/,24,7,"5 brinjals, 1 teaspoon ginger garlic paste, 0.75 cup onions, 0.5 cup tomato, 1.5 green chilies, 1.25 tablespoon lemon juice, 1 sprig curry leaves, 0.25 teaspoon mustard seeds, 0.5 teaspoon cumin seeds, 2.5 tablespoons oil, 0.75 cup water, 0.25 teaspoon salt, 0.125 teaspoon turmeric, 2 tablespoons coriander leaves, 5 red chilies, 0.25 cup peanuts, 2 tablespoons raw coconut, 1.5 tablespoons white sesame seeds, 1 tablespoon coriander seeds, 0.75 teaspoon cumin seeds, 1 inch cinnamon piece, 3 cloves 3 cloves, 2 green cardamom, 0.5 teaspoon salt","1. Roast the ingredients: Dry roast peanuts and red chilies until the peanuts turn aromatic and crunchy. Add the coriander seeds, cumin seeds, cloves, cardamoms and cinnamon. Toast until the cumin seeds turn smell aromatic. 2. Make the peanut masala: Add the coconut and toast for 2 mins, followed by sesame. When they begin to splutter, turn off. Cool them and add to a grinder along with salt and lemon juice or tamarind. Grind as fine as possible. 3. Prepare the eggplants: Wash and cut brinjals with one end of the brinjal and the stalk leaving intact. Keep them immersed in salted water till you use. 4. Temper: Heat oil in a pan and add mustard, cumin, curry leaves and hing if using. 5. Make the curry: Once they begin to splutter, add onions and green chilies. Saute till they turn golden. Add ginger garlic paste and saute for a minute. Add chopped tomato, turmeric and salt. Cook until the tomato turns mushy. 6. Stuff the eggplants: Meanwhile stuff the brinjals with as much masala as possible and add them to the pan. Saute just for 2 to 3 minutes. Pour water and the remaining stuffing if any. Cover and cook on a low to medium flame until eggplants are tender, adding more water if required. 7. Taste test and adjust salt or lemon juice. Garnish Gutti Vankaya Curry with finely chopped coriander leaves. Serve with hot rice, ghee or chapati."
Hakka Noodles Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/hakka-noodles-recipe/,17,8,"1 pack hakka noodles, 2.25 tablespoons oil, 1 tablespoon garlic, 0.5 tablespoon ginger, 2.5 spring onion green onions, 1 onion, 1 green chilli, 1 carrot, 0.625 cup capsicum, 6 French beans, 0.5 cup cup cabbage, 1.25 tablespoon soya sauce, 1 teaspoon rice vinegar, 0.25 teaspoon black pepper, 0.375 teaspoon sea salt, 1 tablespoon sauce, 0.75 tablespoon chilli oil","1. Pour 8 cups of water to a large pot and bring to a rapid boil. Add noodles and cook till al dente. Follow the instructions on the pack for cook time. 2. Drain them to a colander and rinse under running water to remove excess starch. Add ¼ tablespoon oil to the noodles and smear it well to prevent them from turning sticky. 3. In a small bowl, mix soya sauce, hot sauce, vinegar and chili oil if using. Keep it aside. 4. Heat a wok on a high heat and pour oil. Gently coat the oil all over the wok. 5. Add garlic and ginger if using. Fry for 30 seconds and add spring onion whites, onions and chili. Fry until the onions turn transparent for a minute. 6. Next add carrots, bell pepper and cabbage. Stir fry for 1 to 2 minutes until the veggies are partially cooked yet remain crunchy. 7. Add noodles, salt & pour the prepared sauce all over. Toss well and stir fry for about 1 to 2 minutes. Taste test and add more salt or sauces to your taste. Add pepper and spring onion greens. 8. Serve hakka noodles hot with gobi manchurian or chilli paneer."
Halwa Recipe (Sooji Halwa),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/halwa/,8,10,"1 cup semolina, 0.5 cup ghee, 0.875 cup sugar, 2.5 cups water, 0.3333333333333333 cup cashews, 9 almonds, 2 tablespoons sweet raisins, 0.5 teaspoon cardamom powder","1. Heat ghee in a pan or pot. Fry cashews until light golden and then stir in the chopped almonds and raisins. 2. Fry until the raisins turn plump. Set aside half of the nuts & raisins if you want for garnish. 3. Reduce the heat and add the semolina to the ghee. Begin to fry on a low to medium heat, stirring continuously. 4. Meanwhile pour water to a pot or kettle and heat it. You don’t need to boil it, just very hot water is enough. 5. When the semolina turns light golden and aromatic, pour all of the hot water at once carefully. 6. Give a good stir to ensure there are no lumps. Cover and cook until all of the water is absorbed, for a few minutes. 7. Stir in the sugar & cardamom powder. You will see the halwa turns runny. At this stage you can also taste test and add more sugar if you want. 8. Cover and cook until all of the sugar has dissolved and the halwa begins to leave the pan. At this stage you can see ghee begins to release from the halwa. If you prefer more ghee, add it at this stage. 9. Add rose water if using and turn off. Add the fried nuts and raisins if you had set aside. 10. Serve Halwa hot or warm as a dessert or with Poori."
Hara Bhara Kabab Recipe (Veg Kabab),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/hara-bhara-kabab-recipe/,13,16,"3 grams potatoes, 0.5 cup coriander leaves, 1 cup green peas, 2 green chilies, 12 grams spinach, 0.75 inch ginger, 1 teaspoon oil, 2 tablespoon roasted gram flour, 0.25 cup bread crumbs, 0.625 teaspoon salt, 0.75 teaspoon garam masala, 0.5 teaspoon chaat masala, 1.5 tablespoons oil","1. Pluck and rinse the spinach well in lots of water thrice. Transfer them to a colander to ensure all the water has drained. Keep these aside. 2. Rinse and boil potatoes in a pot or cooker until fork tender (just cooked without turning mushy). To boil in pressure cooker, cook for 3 to 4 whistles. To cook in Instant pot, I cut each potato to 2 pieces and pressure cooked them 6 minutes. 3. Cool them completely and peel the potatoes. 4. Pour 1 teaspoon oil to a pan and heat it. Saute ginger & green chilies for 30 seconds. 5. Then add green peas and saute them for 4 to 5 mins, until the raw smell goes away. 6. Add palak & saute on a medium high flame until it wilts off completely. (Or If you are on a low oxalate diet, then you can also blanch the palak in 3 cups hot water, drain completely and use it to blend with green peas.) But the sauteing method tastes best. 7. Turn off the stove and cool all of these. Add them to a small grinder/ blender along with coriander leaves. 8. Blend all of them to a smooth paste without adding water. 9. Crumble the potatoes in a mixing bowl & add the ground green peas and spinach paste. 10. Add salt, garam masala, chaat masala, roasted gram flour and bread crumbs. 11. Mix all of them to a non-sticky dough. If the dough turns sticky, then add more bread crumbs to absorb excess moisture. This is optional. 12. Divide the dough to 10 portions. Roll them to balls. Flatten them to shape like patties or kababs. Keep them aside. 13. To pan fry: Heat a griddle with 1 tablespoon oil. When the pan turns hot, place the hara bhara kababs on the pan and pan fry them until golden & crisp. 14. To grill them in oven: Preheat the oven to 200 C for 15 minutes and place the patties on a greased tray. Brush the kababs with oil and grill them for 10 mins on each side. Adjust the timings as needed. 15. To air fry: Brush them with oil and place them in the basket. Air fry at 180 C for 10 mins on each side. After 10 mins check and flip them to the other side and air fry for another 10 mins. Adjust the timings as needed. If your air fryer needs preheating, preheat it before air frying them. 16. Serve hara bhara kabab with yogurt cilantro chutney, ketchup or green chutney."
Hariyali chicken (green chicken),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/hariyali-chicken-green-chicken/,15,23,"5 gms chicken, 2 tbsp oil, 1 sprig curry leaves, 0.5 tsp cumin, 1.5 tsp ginger garlic paste, 0.25 cup yogurt, 0.75 cup water, 0.5 tsp Salt, 1 teaspoon garam masala, 1 teaspoon coriander powder, 1 cup coriander leaves with tender stalks, 0.5 cup mint leaves, 1 medium onion, 3 green chilies, 3 green cardamoms","1. Heat oil in a pan. Add cumin. When they begin to splutter then add cumin. The seeds will sizzle then add the ginger garlic and fry for a minute until the raw smell goes off. 2. Add 1 teaspoon coriander powder, 1 teaspoon garam masala and the chicken. Saute for 2 to 3 mins until pale. 3. Then add the prepared hara masala. 4. Saute for 3 to 4 mins until the raw smell of onion goes off. 5. Optional – Reduce the flame to low. Then add in whisked yogurt if using. I used about 4 tbsps and sauteed until the yogurt blended well. Cook on a low heat until yogurt is absorbed. 6. Then pour water or coconut milk. Give a good stir and add salt. 7. Simmer until the chicken is tender and cooked through well. When done the chicken will become fork tender. 8. Optional – I prefer to saute some bell peppers & curry leaves in oil and add them towards the end. This enhances the flavor. Serve green chicken with rice or roti. 9. Add coriander leaves, mint leaves, green chilies, green cardamoms, onion, green chilies to a blender jar. If you do not have ginger garlic paste, then add half inch ginger and 3 medium garlic cloves to the same jar. 10. Make a fine paste without adding water. Set this aside. 11. Heat a pan with oil. Add cumin and allow them to crackle. 12. Then saute the curry leaves until crisp. Then add ginger garlic paste and fry for a minute. 13. Add garam masala, coriander powder and chicken. Fry till it turns white in color. 14. Cover and cook for 2 to 3 mins. 15. Add green paste, fry for 3 to 4 mins until a nice aroma comes out. 16. Cover and cook for another 2 mins. This way the aroma of green masala and spice is absorbed by the chicken. 17. Optional – Turn the flame to low. If using yogurt whisk it very well until smooth and then add it to the pan. Stir and cook for 3 to 4 mins till the yogurt is absorbed. 18. Then pour water & add salt. 19. Stir well and cook covered until the chicken is tender. 20. Open the lid and cook until the gravy reaches a desired consistency. 21. Serve hariyali chicken with rice or roti. If desired squeeze in some lemon juice before serving. 22. .kadence-column173268_d8ec65-ba > .kt-inside-inner-col,.kadence-column173268_d8ec65-ba > .kt-inside-inner-col:before{border-top-left-radius:0px;border-top-right-radius:0px;border-bottom-right-radius:0px;border-bottom-left-radius:0px;}.kadence-column173268_d8ec65-ba > .kt-inside-inner-col{column-gap:var(--global-kb-gap-sm, 1rem);}.kadence-column173268_d8ec65-ba > .kt-inside-inner-col{flex-direction:column;}.kadence-column173268_d8ec65-ba > .kt-inside-inner-col > .aligncenter{width:100%;}.kadence-column173268_d8ec65-ba > .kt-inside-inner-col:before{opacity:0.3;}.kadence-column173268_d8ec65-ba{position:relative;}@media all and (max-width: 1024px){.kadence-column173268_d8ec65-ba > .kt-inside-inner-col{flex-direction:column;justify-content:center;}}@media all and (max-width: 767px){.kadence-column173268_d8ec65-ba > .kt-inside-inner-col{flex-direction:column;justify-content:center;}} .wp-block-kadence-advancedheading.kt-adv-heading173268_b027d9-28, .wp-block-kadence-advancedheading.kt-adv-heading173268_b027d9-28[data-kb-block=""kb-adv-heading173268_b027d9-28""]{text-align:center;font-style:normal;background-color:#2a5d65;}.wp-block-kadence-advancedheading.kt-adv-heading173268_b027d9-28 mark.kt-highlight, .wp-block-kadence-advancedheading.kt-adv-heading173268_b027d9-28[data-kb-block=""kb-adv-heading173268_b027d9-28""] mark.kt-highlight{font-style:normal;color:#f76a0c;-webkit-box-decoration-break:clone;box-decoration-break:clone;padding-top:0px;padding-right:0px;padding-bottom:0px;padding-left:0px;}.wp-block-kadence-advancedheading.kt-adv-heading173268_b027d9-28 img.kb-inline-image, .wp-block-kadence-advancedheading.kt-adv-heading173268_b027d9-28[data-kb-block=""kb-adv-heading173268_b027d9-28""] img.kb-inline-image{width:150px;vertical-align:baseline;} Meat Recipes .kt-post-loop173268_d984e6-ae .kadence-post-image{padding-top:0px;padding-right:0px;padding-bottom:0px;padding-left:0px;}.kt-post-loop173268_d984e6-ae .kt-post-grid-wrap{gap:10px 10px;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item{border-top-left-radius:10px;border-top-right-radius:10px;border-bottom-right-radius:10px;border-bottom-left-radius:10px;border-top:1px solid currentColor;border-right:1px solid currentColor;border-bottom:1px solid currentColor;border-left:1px solid currentColor;overflow:hidden;box-shadow:0px 0px 14px 0px rgba(0, 0, 0, 0.2);}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .kt-blocks-post-grid-item-inner{padding-top:10px;padding-right:25px;padding-bottom:10px;padding-left:25px;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .kt-blocks-post-grid-item-inner{text-align:center;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .kt-blocks-post-top-meta{justify-content:center;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item header{padding-top:0px;padding-right:0px;padding-bottom:10px;padding-left:0px;margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:0px;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .entry-title{color:#2a5d65;padding-top:10px;padding-right:0px;padding-bottom:5px;padding-left:0px;margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:0px;font-size:20px;line-height:25px;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .entry-title:hover{color:var(--global-palette2, #2B6CB0);}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .kt-blocks-post-top-meta{color:#777777;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .kt-blocks-post-top-meta a{color:#777777;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item .kt-blocks-post-top-meta a:hover{color:#444444;}.kt-post-loop173268_d984e6-ae .entry-content{padding-top:0px;padding-right:0px;padding-bottom:0px;padding-left:0px;margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:0px;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-footer{color:#777777;border-top-width:0px;border-right-width:0px;border-bottom-width:0px;border-left-width:0px;padding-top:0px;padding-right:0px;padding-bottom:0px;padding-left:0px;margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:0px;font-size:12px;line-height:20px;}.kt-post-loop173268_d984e6-ae .entry-content:after{height:0px;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-footer a{color:#777777;}.kt-post-loop173268_d984e6-ae .kt-blocks-post-footer a:hover{color:#444444;}.kt-post-loop173268_d984e6-ae .kb-filter-item{border-top-width:0px;border-right-width:0px;border-bottom-width:2px;border-left-width:0px;padding-top:5px;padding-right:8px;padding-bottom:5px;padding-left:8px;margin-top:0px;margin-right:10px;margin-bottom:0px;margin-left:0px;}@media all and (max-width: 1024px){.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item{border-top:1px solid currentColor;border-right:1px solid currentColor;border-bottom:1px solid currentColor;border-left:1px solid currentColor;}}@media all and (max-width: 767px){.kt-post-loop173268_d984e6-ae .kt-blocks-post-grid-item{border-top:1px solid currentColor;border-right:1px solid currentColor;border-bottom:1px solid currentColor;border-left:1px solid currentColor;}} Butter Chicken Recipe (Indian Chicken Makhani) Chicken Korma Recipe Chicken Tikka Masala Recipe Chicken Vindaloo (Restaurant Style) Chicken Biryani Recipe Chicken Curry Recipe 23. About Swasthi I’m Swasthi Shreekanth, the recipe developer, food photographer & food writer behind Swasthi’s Recipes. My aim is to help you cook great Indian food with my time-tested recipes. After 2 decades of experience in practical Indian cooking I started this blog to help people cook better & more often at home. Whether you are a novice or an experienced cook I am sure Swasthi’s Recipes will assist you to enhance your cooking skills. More about me Follow Swasthi’s Recipes Facebook Twitter Instagram Pinterest YouTube #mailpoet_form_3 .mailpoet_form { background-color: #e6e6e6; } #mailpoet_form_3 .mailpoet_paragraph { line-height: 20px; } #mailpoet_form_3 .mailpoet_segment_label, #mailpoet_form_3 .mailpoet_text_label, #mailpoet_form_3 .mailpoet_textarea_label, #mailpoet_form_3 .mailpoet_select_label, #mailpoet_form_3 .mailpoet_radio_label, #mailpoet_form_3 .mailpoet_checkbox_label, #mailpoet_form_3 .mailpoet_list_label, #mailpoet_form_3 .mailpoet_date_label { display: block; font-weight: bold; } #mailpoet_form_3 .mailpoet_text, #mailpoet_form_3 .mailpoet_textarea, #mailpoet_form_3 .mailpoet_select, #mailpoet_form_3 .mailpoet_date_month, #mailpoet_form_3 .mailpoet_date_day, #mailpoet_form_3 .mailpoet_date_year, #mailpoet_form_3 .mailpoet_date { display: block; } #mailpoet_form_3 .mailpoet_text, #mailpoet_form_3 .mailpoet_textarea { width: 100%; } #mailpoet_form_3 .mailpoet_checkbox { } #mailpoet_form_3 .mailpoet_submit input { } #mailpoet_form_3 .mailpoet_divider { } #mailpoet_form_3 .mailpoet_message { } #mailpoet_form_3 .mailpoet_validate_success { font-weight: 900; font-size: 20px; color: #468847; } #mailpoet_form_3 .mailpoet_validate_error { color: #b94a48; } #mailpoet_form_3 .mailpoet_form_loading { width: 30px; text-align: center; line-height: normal; } #mailpoet_form_3 .mailpoet_form_loading > span { width: 5px; height: 5px; background-color: #5b5b5b; }#mailpoet_form_3{border-radius: 0px;text-align: left;}#mailpoet_form_3 form.mailpoet_form {padding: 20px;}#mailpoet_form_3{width: 100%;}#mailpoet_form_3 .mailpoet_message {margin: 0; padding: 0 20px;}#mailpoet_form_3 .mailpoet_paragraph.last {margin-bottom: 0} @media (max-width: 500px) {#mailpoet_form_3 {background-image: none;}} @media (min-width: 500px) {#mailpoet_form_3 .last .mailpoet_paragraph:last-child {margin-bottom: 0}} @media (max-width: 500px) {#mailpoet_form_3 .mailpoet_form_column:last-child .mailpoet_paragraph:last-child {margin-bottom: 0}} Please leave this field empty Email sign up to receive awesome Swasthi's Recipes in your inbox * Check your inbox or spam folder to confirm your subscription."
Horse Gram Dal Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/horse-gram-dal/,16,10,"0.5 cup Horse gram, 1 tablespoon oil, 0.25 teaspoon mustard seeds, 0.5 teaspoon cumin, 0.5 teaspoon urad dal, 0.5 teaspoon chana dal, 1 red chilli, 2 garlic cloves, 1 green chilli, 1 sprig curry leaves, 0.125 teaspoon turmeric, 0.25 teaspoon red chlli powder, 0.5 teaspoon cumin powder, 0.5 teaspoon coriander powder, 0.3333333333333333 teaspoon salt, 3.5 tablespoon coconut","1. Add horse gram to a pot. Pick and discard any stone and debris. Rinse very well 4 to 5 times. Pour 3 cups water and soak them overnight. 2. In the morning discard the water if you want. A lot of people want to use the same water since all of the flavor is in the soaked water. 3. On a medium heat, pressure cook the lentils with 1 cup water for 1 whistle. Lower the heat and cook for another 30 minutes, until soft and tender. To cook in instant pot, press the pressure cook button and set the timer to 10 mins. 4. When the pressure drops, open the lid and check horse gram has to be soft yet hold its shape. If the lentils are still undercooked pressure with a little more water for little longer. 5. Pour oil or ghee to a pan and heat it. Turn the flame to medium and add mustard, cumin, dal and red chilli. 6. Saute until the dal turns golden. Then add crushed garlic, green chili and curry leaves. 7. Fry till the garlic and chilli begins to smell good. Reduce the heat and add salt, turmeric, red chilli powder, cumin powder and coriander powder. 8. Stir and add the cooked horse gram along with the stock (water in which they were cooked). Increase the flame slightly and cook covered so they absorb the flavors of the spices. 9. After 3 mins, open cook until all of the water evaporates. Taste test and add more salt if required. Add the coconut and mix well. Turn off the heat. 10. Squeeze some lemon juice before serving the tempered horse gram dal with plain rice, roti or a side with rasam rice."
How to Make Curd (Dahi - Indian Yogurt),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/how-to-make-thick-curd-at-home/,2,24,"1 liter milk, 1 teaspoon curd dahi","1. Rinse a pot well. This reduces the chances of milk solids getting stuck to the bottom. 2. Pour milk and bring it to boil on a medium to low flame. 3. To get thick curd, once it comes to a boil simmer the milk for 15 mins on a very low flame. 4. Keep stirring in between else the milk will get burnt and smell bad. 5. Simmering step is to get a very thick curd. You can skip this if you are ok to have a moderately thick yogurt. 6. Allow the milk to cool down. 7. If you are intending to use a curd culture that has come down to room temperature, then allow the boiled milk to come down to luke warm temp. 8. But if you are using the culture directly from the fridge, then the temperature of the milk must be mildly warmer than the luke warm. 9. Immerse your clean finger in the milk and check. or Your food thermometer should ideally read 110 to 115 F (or 43 to 46 C). Immerse your thermometer into the milk and check. 10. Add a tsp of curd to the warm milk and stir well. You will have to experiment with the amount of starter to use. 11. In India, my mother uses less than half tsp for 1 liter milk as it is not homogenized milk. But in Singapore I use about 1 tbsp or even more for 1 liter. It depends on the milk, climate and starter. 12. Cover & move the bowl to a warm place. 13. Allow it to set for 6 to 10 hrs depending on the climate. 14. If you wish to set the curd well, you can break a red chili and drop it in the milk. it is optional and does not make the dahi or curd spicy or hot. 15. If you live in a cold place, then keep it in a casserole or thermocol box or oven with the light on. 16. Next if you intend to make curd in small bowls, check the step by step instructions after the recipe card. 17. When the curd is set, move it to refrigerator. 18. Ensure your sealing ring and instant pot are clean and are free from any kind of strong flavors from the previous cooking. Pour 1 cup water to the steel insert of your instant pot. 19. Pour 4 cups of milk to a stainless steel bowl. Place a trivet and then place the bowl of milk over it. Do not cover the bowl. 20. Secure the instant pot with the lid and position the steam release value to sealing. Press pressure cook button and set the timer to “zero”. 21. The Instant pot beeps when it is done. Let the pressure release naturally. Carefully remove the bowl and let the milk cool down to warm temperature. 22. When the milk is warm, place your clean finger to ensure it is not too hot. It must be warm. Stir in half teaspoon yogurt and place the bowl back on the trivet in the instant pot. The pot should not be too hot. 23. If you live in a cold region or during winters, you may turn on instant pot & press the yogurt button. But during other times, you don’t need to turn on the instant pot at all. I usually place the bowl in the instant pot without turning it on. The residual heat from the previous cooking will be enough to set the curd. 24. It will take 6 to 8 hours for the curd to set well. Remove the bowl and place it in refrigerator."
How to make Ghee (Ghee Recipe),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/ghee/,2,14,"227 grams unsalted butter, 5 sprigs curry leaves","1. Add unsalted butter to a heavy bottom deep pot and begin to heat it on a medium flame. Using a deep & heavy bottom pot is essential to avoid overflowing. 2. I always leave a ladle in the pot as it prevents overflowing. 3. As the butter begin to turn hotter, it will froth up a lot. Give a good stir and reduce the flame. 4. Soon the froth evaporates and butter begins to bubble rapidly. 5. Within few minutes, the color of the butter begins to change from yellow to light golden. 6. At this stage, the milk solids begin to settle at the bottom & the bubbles will reduce significantly. You can see them in the picture. I have shown little milk solids in the ladle. When they just begin to turn light brown, remove the pot from the stove. 7. Ghee will continue to cook in the hot pot and brown the milk solids. Let the temperature cool down a bit. 8. Place a clean and dry strainer/filter over a clean jar. Pour the ghee through the strainer/ filter. Press down the milk solids. I usually strain the ghee to several small jars. This helps the ghee to remain fresh for longer. 9. Culture the cream : Follow either method (A) or (B) or (C) based on your convenience. Methods B and C are traditionally followed. 10. Method A – Heat up 2 cups of heavy cream until warm enough. Stir in 2 tablespoons of yogurt (at room temperature). Cover and keep it in a warm place for 8 to 16 hours as you would keep to make yogurt. When your cultured cream is ready, it smells like yogurt. Chill it for few hours and then proceed to step 2 to make your own cultured butter. 11. Method B – Boil non-homogenized full fat milk. When the temperature comes down you will see a layer of cream over it. Make yogurt using both the cream and milk, following this post on homemade yogurt or curd . 12. When the yogurt is set remove the top portion of the cultured cream and store in a separate jar. Refrigerate and keep adding the cream to it every time you make yogurt. You will need at least a cup of this cultured cream to go ahead and make your butter, followed by ghee. 13. Method C – Boil milk and let it cool down for a few hours. Remove the milk cream that forms on top & store in a separate jar. Refrigerate this and keep adding more cream every time you boil the milk. 14. When you have a cup of this cream, heat it to warm temperature and then add a tbsp of yogurt/curd culture to this and mix well. Allow this to set in a warm place like regular yogurt for 5 to 8 hours depending on the temperature."
How to make Paneer,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/how-to-make-paneer-cubes-at-home/,6,8,"2 liters full fat milk, 2.5 tablespoons vinegar, 1 colander, 1 cheese cloth, 1 bowl, 1.5 heavy objects","1. Heat Milk: Pour milk to a heavy bottom pot & bring it to a gentle boil on a medium heat. Stir occasionally to ensure the milk doesn't get scorched at the bottom. 2. Curdle Milk: When the milk comes to a boil, turn off the stove and stir in 2 tablespoons of vinegar. You should see the milk begins to split, separating the solids and the whey. If done correctly, whey should be clear or yellowish but not milky. 3. Troubleshooting: If the milk did not curdle fully or still looks milky, stir 1 tbsp more vinegar. Boil on a medium heat till it curdles fully. Turn off immediately and do not overcook else paneer can become hard. 4. Strain & Rinse: Place a colander over a large bowl to collect the whey. Spread a cheese cloth over it. Transfer the paneer and the whey in 2 batches. Pour cold water all over the paneer to rinse off the vinegar really well. 5. Drain the Liquid: Gather the edges of the cloth in your hand and bundle the paneer to form a round shape. Squeeze off any excess liquid. Make a knot and hang the paneer on to your faucet, for 30 mins to drain completely. (see post for pictures) 6. Set the Paneer: Remove the knot and twist the edges of the cloth. Place bundle on a flat colander or a wooden board. Press down the cloth & place a heavy object (like a cast iron pot & rice bags) on it. (check the video below) Let the paneer set at room temperature or in the refrigerator (if hot) for 3 to 4 hours, 7. Dice the Paneer: Unpack the cheese from the cloth. You will see a dent and it is normal. Cut the paneer to 1 inch cubes. Refrigerate in a air tight container and use within 2 to 3 weeks or freeze up to 3 months. 8. Recipes to try: Use the diced cheese in curries, kebabs or rice pilafs. You may check out these 60 amazing Paneer Recipes for ideas."
How to make Rice Flour at Home,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/rice-flour/,2,9,"1 cup rice, water","1. Add rice to a bowl and pour water. Rub the rice well and discard the water. 2. Repeat the rinse a few time, 3 times. Drain to a colander. Shake off gently to remove the excess water and leave it in the colander for 5 mins. 3. Transfer to a absorbent cloth and pat dry. 4. Spread the rice and let it air dry on the cloth until crunchy. Or alternately add it to a pan and roast the rice on a medium heat for 2 to 3 mins. Later reduce the heat and roast until crunchy. It takes about 6 to 7 mins. 5. Cool and add to a grinder jar. Grind in intervals of 1 minute until the rice grains are ground to a fine powder. If you want coarse flour you can instead pulse the rice in the grinder. 6. Place a fine flour sieve over a large mixing bowl and transfer the flour to the sieve. 7. Sieve the flour and add the coarse grains if any to the grinder. Grind again. 8. If your grinder is not powerful enough, grind the sieved flour again. This gives you very very fine flour. 9. Store rice flour in a air tight dry glass jar at room temperature for 2 months. You can refrigerate for an year or more."
Hung Curd Recipe,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/hung-curd-hung-yogurt/,2,7,"2 cups curd, 1 pinch salt","1. Place a strainer over a deep bowl and spread a thin muslin or cheese cloth. Pour yogurt in the center of the cloth. 2. Bring all the 4 edges together to the center and make a knot with one edge to secure the yogurt. Squeeze gently to drain excess whey. Check pics in the post. 3. Hang it just above your kitchen sink for 30 to 45 mins, so that the whey drips to the sink. 4. Place back the yogurt pack in the strainer. Place an heavy object such as a ceramic bowl or mortar pestle over it. 5. Move the entire setup (bowl, strainer, yogurt and the heavy object) to the refrigerator. Rest for 4 to 8 hours, until most of the why is strained. 6. Open the know and check. Hung curd must be thick and creamy without any whey. 7. Transfer to a air tight container, preferable glass container and refrigerate until used. You can sprinkle some salt and also eat it right away."
